len(selected_patterns):1; curr precision: 1.0; curr recall: 0.0195; curr f1: 0.0383; curr tp: 2387; curr fp: 0; curr fn: 119860; curr tn: 1385277; precision of pattern: 1.0; tp, abs. recall of pattern: 2387; pattern: _OTOKEN_delicious; pattern type: l0
len(selected_patterns):375; curr precision: 0.968; curr recall: 0.4076; curr f1: 0.5736; curr tp: 49826; curr fp: 1649; curr fn: 72421; curr tn: 1383628; precision of pattern: 0.9341; tp, abs. recall of pattern: 385; pattern: _OTOKEN_liked; pattern type: l0
len(selected_patterns):376; curr precision: 0.9677; curr recall: 0.4101; curr f1: 0.576; curr tp: 50128; curr fp: 1671; curr fn: 72119; curr tn: 1383606; precision of pattern: 0.9333; tp, abs. recall of pattern: 302; pattern: _OTOKEN_expensive; pattern type: l0
len(selected_patterns):377; curr precision: 0.9677; curr recall: 0.412; curr f1: 0.5779; curr tp: 50361; curr fp: 1683; curr fn: 71886; curr tn: 1383594; precision of pattern: 0.9273; tp, abs. recall of pattern: 233; pattern: _OTOKEN_worst; pattern type: l0
len(selected_patterns):378; curr precision: 0.9676; curr recall: 0.4126; curr f1: 0.5785; curr tp: 50443; curr fp: 1689; curr fn: 71804; curr tn: 1383588; precision of pattern: 0.9286; tp, abs. recall of pattern: 82; pattern: _OTOKEN_ok.; pattern type: l0
len(selected_patterns):379; curr precision: 0.9676; curr recall: 0.4132; curr f1: 0.5791; curr tp: 50509; curr fp: 1689; curr fn: 71738; curr tn: 1383588; precision of pattern: 0.9333; tp, abs. recall of pattern: 66; pattern: _OTOKEN_downside; pattern type: l0
len(selected_patterns):380; curr precision: 0.9675; curr recall: 0.4136; curr f1: 0.5794; curr tp: 50557; curr fp: 1697; curr fn: 71690; curr tn: 1383580; precision of pattern: 0.9286; tp, abs. recall of pattern: 48; pattern: _OTOKEN_fatty; pattern type: l0
len(selected_patterns):381; curr precision: 0.9673; curr recall: 0.4139; curr f1: 0.5798; curr tp: 50604; curr fp: 1711; curr fn: 71643; curr tn: 1383566; precision of pattern: 0.9333; tp, abs. recall of pattern: 47; pattern: _OTOKEN_mild; pattern type: l0
len(selected_patterns):382; curr precision: 0.9672; curr recall: 0.4142; curr f1: 0.58; curr tp: 50636; curr fp: 1715; curr fn: 71611; curr tn: 1383562; precision of pattern: 0.9333; tp, abs. recall of pattern: 32; pattern: _OTOKEN_pretentious; pattern type: l0
len(selected_patterns):383; curr precision: 0.9671; curr recall: 0.4158; curr f1: 0.5816; curr tp: 50830; curr fp: 1727; curr fn: 71417; curr tn: 1383550; precision of pattern: 0.9167; tp, abs. recall of pattern: 194; pattern: _OTOKEN_poor; pattern type: l0
len(selected_patterns):384; curr precision: 0.967; curr recall: 0.417; curr f1: 0.5828; curr tp: 50982; curr fp: 1739; curr fn: 71265; curr tn: 1383538; precision of pattern: 0.9167; tp, abs. recall of pattern: 152; pattern: _OTOKEN_comfortable; pattern type: l0
len(selected_patterns):385; curr precision: 0.967; curr recall: 0.4181; curr f1: 0.5838; curr tp: 51115; curr fp: 1747; curr fn: 71132; curr tn: 1383530; precision of pattern: 0.92; tp, abs. recall of pattern: 133; pattern: _OTOKEN_satisfied; pattern type: l0
len(selected_patterns):386; curr precision: 0.9668; curr recall: 0.4191; curr f1: 0.5847; curr tp: 51231; curr fp: 1759; curr fn: 71016; curr tn: 1383518; precision of pattern: 0.9167; tp, abs. recall of pattern: 116; pattern: _OTOKEN_quiet; pattern type: l0
len(selected_patterns):387; curr precision: 0.9669; curr recall: 0.4199; curr f1: 0.5855; curr tp: 51334; curr fp: 1760; curr fn: 70913; curr tn: 1383517; precision of pattern: 0.92; tp, abs. recall of pattern: 103; pattern: _OTOKEN_convenient; pattern type: l0
len(selected_patterns):388; curr precision: 0.9667; curr recall: 0.4206; curr f1: 0.5862; curr tp: 51422; curr fp: 1770; curr fn: 70825; curr tn: 1383507; precision of pattern: 0.9167; tp, abs. recall of pattern: 88; pattern: _OTOKEN_difficult; pattern type: l0
len(selected_patterns):389; curr precision: 0.9668; curr recall: 0.4213; curr f1: 0.5868; curr tp: 51500; curr fp: 1771; curr fn: 70747; curr tn: 1383506; precision of pattern: 0.9231; tp, abs. recall of pattern: 78; pattern: _OTOKEN_satisfying; pattern type: l0
len(selected_patterns):390; curr precision: 0.9666; curr recall: 0.4218; curr f1: 0.5873; curr tp: 51568; curr fp: 1781; curr fn: 70679; curr tn: 1383496; precision of pattern: 0.9167; tp, abs. recall of pattern: 68; pattern: _OTOKEN_cheaper; pattern type: l0
len(selected_patterns):391; curr precision: 0.9666; curr recall: 0.4223; curr f1: 0.5878; curr tp: 51621; curr fp: 1783; curr fn: 70626; curr tn: 1383494; precision of pattern: 0.9167; tp, abs. recall of pattern: 53; pattern: _OTOKEN_annoying; pattern type: l0
len(selected_patterns):392; curr precision: 0.9666; curr recall: 0.4227; curr f1: 0.5882; curr tp: 51671; curr fp: 1786; curr fn: 70576; curr tn: 1383491; precision of pattern: 0.9167; tp, abs. recall of pattern: 50; pattern: _OTOKEN_noisy; pattern type: l0
len(selected_patterns):393; curr precision: 0.9666; curr recall: 0.4231; curr f1: 0.5885; curr tp: 51717; curr fp: 1789; curr fn: 70530; curr tn: 1383488; precision of pattern: 0.9167; tp, abs. recall of pattern: 46; pattern: _OTOKEN_classy; pattern type: l0
len(selected_patterns):394; curr precision: 0.9665; curr recall: 0.4234; curr f1: 0.5888; curr tp: 51757; curr fp: 1795; curr fn: 70490; curr tn: 1383482; precision of pattern: 0.9231; tp, abs. recall of pattern: 40; pattern: _OTOKEN_uncomfortable; pattern type: l0
len(selected_patterns):395; curr precision: 0.9664; curr recall: 0.4237; curr f1: 0.5891; curr tp: 51795; curr fp: 1799; curr fn: 70452; curr tn: 1383478; precision of pattern: 0.9231; tp, abs. recall of pattern: 38; pattern: _OTOKEN_killer; pattern type: l0
len(selected_patterns):396; curr precision: 0.9665; curr recall: 0.424; curr f1: 0.5894; curr tp: 51830; curr fp: 1799; curr fn: 70417; curr tn: 1383478; precision of pattern: 0.9167; tp, abs. recall of pattern: 35; pattern: _OTOKEN_watery; pattern type: l0
len(selected_patterns):397; curr precision: 0.9663; curr recall: 0.4261; curr f1: 0.5914; curr tp: 52092; curr fp: 1816; curr fn: 70155; curr tn: 1383461; precision of pattern: 0.9118; tp, abs. recall of pattern: 262; pattern: _OTOKEN_impressed; pattern type: l0
len(selected_patterns):398; curr precision: 0.9661; curr recall: 0.4276; curr f1: 0.5928; curr tp: 52277; curr fp: 1837; curr fn: 69970; curr tn: 1383440; precision of pattern: 0.9111; tp, abs. recall of pattern: 185; pattern: _OTOKEN_greasy; pattern type: l0
len(selected_patterns):399; curr precision: 0.9661; curr recall: 0.4279; curr f1: 0.5931; curr tp: 52307; curr fp: 1837; curr fn: 69940; curr tn: 1383440; precision of pattern: 0.9091; tp, abs. recall of pattern: 30; pattern: _OTOKEN_unbelievable; pattern type: l0
len(selected_patterns):400; curr precision: 0.9625; curr recall: 0.4438; curr f1: 0.6075; curr tp: 54257; curr fp: 2114; curr fn: 67990; curr tn: 1383163; precision of pattern: 0.9023; tp, abs. recall of pattern: 1950; pattern: _OTOKEN_best; pattern type: l0
len(selected_patterns):401; curr precision: 0.9618; curr recall: 0.4513; curr f1: 0.6143; curr tp: 55172; curr fp: 2194; curr fn: 67075; curr tn: 1383083; precision of pattern: 0.9013; tp, abs. recall of pattern: 915; pattern: _OTOKEN_favorite; pattern type: l0
len(selected_patterns):402; curr precision: 0.9614; curr recall: 0.4524; curr f1: 0.6153; curr tp: 55303; curr fp: 2219; curr fn: 66944; curr tn: 1383058; precision of pattern: 0.9; tp, abs. recall of pattern: 131; pattern: _OTOKEN_die; pattern type: l0
len(selected_patterns):403; curr precision: 0.9611; curr recall: 0.4533; curr f1: 0.616; curr tp: 55412; curr fp: 2242; curr fn: 66835; curr tn: 1383035; precision of pattern: 0.9032; tp, abs. recall of pattern: 109; pattern: _OTOKEN_heavy; pattern type: l0
len(selected_patterns):404; curr precision: 0.9606; curr recall: 0.4539; curr f1: 0.6165; curr tp: 55494; curr fp: 2276; curr fn: 66753; curr tn: 1383001; precision of pattern: 0.9048; tp, abs. recall of pattern: 82; pattern: _OTOKEN_worse; pattern type: l0
len(selected_patterns):405; curr precision: 0.9605; curr recall: 0.4546; curr f1: 0.6171; curr tp: 55571; curr fp: 2288; curr fn: 66676; curr tn: 1382989; precision of pattern: 0.9; tp, abs. recall of pattern: 77; pattern: _OTOKEN_odd; pattern type: l0
len(selected_patterns):406; curr precision: 0.9604; curr recall: 0.4551; curr f1: 0.6176; curr tp: 55638; curr fp: 2293; curr fn: 66609; curr tn: 1382984; precision of pattern: 0.9; tp, abs. recall of pattern: 67; pattern: _OTOKEN_professional; pattern type: l0
len(selected_patterns):407; curr precision: 0.9603; curr recall: 0.4555; curr f1: 0.6179; curr tp: 55682; curr fp: 2299; curr fn: 66565; curr tn: 1382978; precision of pattern: 0.9; tp, abs. recall of pattern: 44; pattern: _OTOKEN_buttery; pattern type: l0
len(selected_patterns):408; curr precision: 0.9603; curr recall: 0.4558; curr f1: 0.6182; curr tp: 55725; curr fp: 2303; curr fn: 66522; curr tn: 1382974; precision of pattern: 0.9; tp, abs. recall of pattern: 43; pattern: _OTOKEN_comfy; pattern type: l0
len(selected_patterns):409; curr precision: 0.9603; curr recall: 0.4561; curr f1: 0.6185; curr tp: 55762; curr fp: 2307; curr fn: 66485; curr tn: 1382970; precision of pattern: 0.9; tp, abs. recall of pattern: 37; pattern: _OTOKEN_ruined; pattern type: l0
len(selected_patterns):410; curr precision: 0.9603; curr recall: 0.4563; curr f1: 0.6187; curr tp: 55787; curr fp: 2307; curr fn: 66460; curr tn: 1382970; precision of pattern: 0.9; tp, abs. recall of pattern: 25; pattern: _OTOKEN_inconsistent; pattern type: l0
len(selected_patterns):411; curr precision: 0.9602; curr recall: 0.4565; curr f1: 0.6188; curr tp: 55802; curr fp: 2311; curr fn: 66445; curr tn: 1382966; precision of pattern: 0.9; tp, abs. recall of pattern: 15; pattern: _OTOKEN_exotic; pattern type: l0
len(selected_patterns):412; curr precision: 0.9575; curr recall: 0.4715; curr f1: 0.6319; curr tp: 57640; curr fp: 2560; curr fn: 64607; curr tn: 1382717; precision of pattern: 0.8896; tp, abs. recall of pattern: 1838; pattern: _OTOKEN_love; pattern type: l0
len(selected_patterns):413; curr precision: 0.9572; curr recall: 0.4744; curr f1: 0.6344; curr tp: 58000; curr fp: 2593; curr fn: 64247; curr tn: 1382684; precision of pattern: 0.8899; tp, abs. recall of pattern: 360; pattern: _OTOKEN_cheap; pattern type: l0
len(selected_patterns):414; curr precision: 0.9571; curr recall: 0.4757; curr f1: 0.6355; curr tp: 58148; curr fp: 2607; curr fn: 64099; curr tn: 1382670; precision of pattern: 0.8929; tp, abs. recall of pattern: 148; pattern: _OTOKEN_perfection; pattern type: l0
len(selected_patterns):415; curr precision: 0.9569; curr recall: 0.4768; curr f1: 0.6364; curr tp: 58284; curr fp: 2624; curr fn: 63963; curr tn: 1382653; precision of pattern: 0.8864; tp, abs. recall of pattern: 136; pattern: _OTOKEN_healthy; pattern type: l0
len(selected_patterns):416; curr precision: 0.9569; curr recall: 0.4773; curr f1: 0.6369; curr tp: 58352; curr fp: 2631; curr fn: 63895; curr tn: 1382646; precision of pattern: 0.8889; tp, abs. recall of pattern: 68; pattern: _OTOKEN_wide; pattern type: l0
len(selected_patterns):417; curr precision: 0.9568; curr recall: 0.4778; curr f1: 0.6373; curr tp: 58409; curr fp: 2635; curr fn: 63838; curr tn: 1382642; precision of pattern: 0.8947; tp, abs. recall of pattern: 57; pattern: _OTOKEN_bright; pattern type: l0
len(selected_patterns):418; curr precision: 0.9568; curr recall: 0.4782; curr f1: 0.6377; curr tp: 58460; curr fp: 2641; curr fn: 63787; curr tn: 1382636; precision of pattern: 0.8947; tp, abs. recall of pattern: 51; pattern: _OTOKEN_bomb; pattern type: l0
len(selected_patterns):419; curr precision: 0.9567; curr recall: 0.4786; curr f1: 0.638; curr tp: 58504; curr fp: 2646; curr fn: 63743; curr tn: 1382631; precision of pattern: 0.8947; tp, abs. recall of pattern: 44; pattern: _OTOKEN_intimate; pattern type: l0
len(selected_patterns):420; curr precision: 0.9567; curr recall: 0.4789; curr f1: 0.6383; curr tp: 58543; curr fp: 2647; curr fn: 63704; curr tn: 1382630; precision of pattern: 0.8889; tp, abs. recall of pattern: 39; pattern: _OTOKEN_nasty; pattern type: l0
len(selected_patterns):421; curr precision: 0.9568; curr recall: 0.479; curr f1: 0.6384; curr tp: 58562; curr fp: 2647; curr fn: 63685; curr tn: 1382630; precision of pattern: 0.8889; tp, abs. recall of pattern: 19; pattern: _OTOKEN_genuine; pattern type: l0
len(selected_patterns):422; curr precision: 0.9554; curr recall: 0.4865; curr f1: 0.6447; curr tp: 59474; curr fp: 2776; curr fn: 62773; curr tn: 1382501; precision of pattern: 0.8807; tp, abs. recall of pattern: 912; pattern: _OTOKEN_bad; pattern type: l0
len(selected_patterns):423; curr precision: 0.955; curr recall: 0.4898; curr f1: 0.6475; curr tp: 59877; curr fp: 2823; curr fn: 62370; curr tn: 1382454; precision of pattern: 0.8807; tp, abs. recall of pattern: 403; pattern: _OTOKEN_cool; pattern type: l0
len(selected_patterns):424; curr precision: 0.955; curr recall: 0.4925; curr f1: 0.6499; curr tp: 60210; curr fp: 2837; curr fn: 62037; curr tn: 1382440; precision of pattern: 0.8846; tp, abs. recall of pattern: 333; pattern: _OTOKEN_dry; pattern type: l0
len(selected_patterns):425; curr precision: 0.955; curr recall: 0.4928; curr f1: 0.6501; curr tp: 60247; curr fp: 2841; curr fn: 62000; curr tn: 1382436; precision of pattern: 0.8824; tp, abs. recall of pattern: 37; pattern: _OTOKEN_mushy; pattern type: l0
len(selected_patterns):426; curr precision: 0.955; curr recall: 0.4931; curr f1: 0.6504; curr tp: 60283; curr fp: 2842; curr fn: 61964; curr tn: 1382435; precision of pattern: 0.875; tp, abs. recall of pattern: 36; pattern: _OTOKEN_balanced; pattern type: l0
len(selected_patterns):427; curr precision: 0.955; curr recall: 0.4934; curr f1: 0.6506; curr tp: 60312; curr fp: 2844; curr fn: 61935; curr tn: 1382433; precision of pattern: 0.875; tp, abs. recall of pattern: 29; pattern: _OTOKEN_greatest; pattern type: l0
len(selected_patterns):428; curr precision: 0.9549; curr recall: 0.4936; curr f1: 0.6508; curr tp: 60337; curr fp: 2848; curr fn: 61910; curr tn: 1382429; precision of pattern: 0.875; tp, abs. recall of pattern: 25; pattern: _OTOKEN_improved; pattern type: l0
len(selected_patterns):429; curr precision: 0.9547; curr recall: 0.4938; curr f1: 0.6509; curr tp: 60361; curr fp: 2861; curr fn: 61886; curr tn: 1382416; precision of pattern: 0.875; tp, abs. recall of pattern: 24; pattern: _OTOKEN_fake; pattern type: l0
len(selected_patterns):430; curr precision: 0.9547; curr recall: 0.4939; curr f1: 0.651; curr tp: 60383; curr fp: 2866; curr fn: 61864; curr tn: 1382411; precision of pattern: 0.875; tp, abs. recall of pattern: 22; pattern: _OTOKEN_gooey; pattern type: l0
len(selected_patterns):431; curr precision: 0.9546; curr recall: 0.4941; curr f1: 0.6512; curr tp: 60405; curr fp: 2872; curr fn: 61842; curr tn: 1382405; precision of pattern: 0.875; tp, abs. recall of pattern: 22; pattern: _OTOKEN_impossible; pattern type: l0
len(selected_patterns):432; curr precision: 0.9546; curr recall: 0.4942; curr f1: 0.6513; curr tp: 60416; curr fp: 2874; curr fn: 61831; curr tn: 1382403; precision of pattern: 0.875; tp, abs. recall of pattern: 11; pattern: _OTOKEN_chunky; pattern type: l0
len(selected_patterns):433; curr precision: 0.954; curr recall: 0.4979; curr f1: 0.6543; curr tp: 60864; curr fp: 2933; curr fn: 61383; curr tn: 1382344; precision of pattern: 0.8667; tp, abs. recall of pattern: 448; pattern: _OTOKEN_quick; pattern type: l0
len(selected_patterns):434; curr precision: 0.9541; curr recall: 0.4991; curr f1: 0.6554; curr tp: 61015; curr fp: 2937; curr fn: 61232; curr tn: 1382340; precision of pattern: 0.8667; tp, abs. recall of pattern: 151; pattern: _OTOKEN_limited; pattern type: l0
len(selected_patterns):435; curr precision: 0.954; curr recall: 0.4997; curr f1: 0.6559; curr tp: 61088; curr fp: 2945; curr fn: 61159; curr tn: 1382332; precision of pattern: 0.8667; tp, abs. recall of pattern: 73; pattern: _OTOKEN_positive; pattern type: l0
len(selected_patterns):436; curr precision: 0.9535; curr recall: 0.5025; curr f1: 0.6581; curr tp: 61427; curr fp: 2999; curr fn: 60820; curr tn: 1382278; precision of pattern: 0.8556; tp, abs. recall of pattern: 339; pattern: _OTOKEN_fine; pattern type: l0
len(selected_patterns):437; curr precision: 0.9529; curr recall: 0.5052; curr f1: 0.6603; curr tp: 61760; curr fp: 3053; curr fn: 60487; curr tn: 1382224; precision of pattern: 0.8632; tp, abs. recall of pattern: 333; pattern: _OTOKEN_warm; pattern type: l0
len(selected_patterns):438; curr precision: 0.9528; curr recall: 0.507; curr f1: 0.6618; curr tp: 61981; curr fp: 3073; curr fn: 60266; curr tn: 1382204; precision of pattern: 0.8571; tp, abs. recall of pattern: 221; pattern: _OTOKEN_loud; pattern type: l0
len(selected_patterns):439; curr precision: 0.9527; curr recall: 0.5076; curr f1: 0.6623; curr tp: 62056; curr fp: 3080; curr fn: 60191; curr tn: 1382197; precision of pattern: 0.8571; tp, abs. recall of pattern: 75; pattern: _OTOKEN_loves; pattern type: l0
len(selected_patterns):440; curr precision: 0.9526; curr recall: 0.5082; curr f1: 0.6628; curr tp: 62120; curr fp: 3088; curr fn: 60127; curr tn: 1382189; precision of pattern: 0.8636; tp, abs. recall of pattern: 64; pattern: _OTOKEN_trendy; pattern type: l0
len(selected_patterns):441; curr precision: 0.9527; curr recall: 0.5086; curr f1: 0.6632; curr tp: 62174; curr fp: 3090; curr fn: 60073; curr tn: 1382187; precision of pattern: 0.8571; tp, abs. recall of pattern: 54; pattern: _OTOKEN_awkward; pattern type: l0
len(selected_patterns):442; curr precision: 0.9526; curr recall: 0.509; curr f1: 0.6635; curr tp: 62227; curr fp: 3099; curr fn: 60020; curr tn: 1382178; precision of pattern: 0.8571; tp, abs. recall of pattern: 53; pattern: _OTOKEN_romantic; pattern type: l0
len(selected_patterns):443; curr precision: 0.9523; curr recall: 0.5094; curr f1: 0.6638; curr tp: 62277; curr fp: 3122; curr fn: 59970; curr tn: 1382155; precision of pattern: 0.8571; tp, abs. recall of pattern: 50; pattern: _OTOKEN_giant; pattern type: l0
len(selected_patterns):444; curr precision: 0.9522; curr recall: 0.5097; curr f1: 0.6639; curr tp: 62306; curr fp: 3131; curr fn: 59941; curr tn: 1382146; precision of pattern: 0.8571; tp, abs. recall of pattern: 29; pattern: _OTOKEN_surprising; pattern type: l0
len(selected_patterns):445; curr precision: 0.9521; curr recall: 0.5098; curr f1: 0.6641; curr tp: 62325; curr fp: 3133; curr fn: 59922; curr tn: 1382144; precision of pattern: 0.8571; tp, abs. recall of pattern: 19; pattern: _OTOKEN_lame; pattern type: l0
len(selected_patterns):446; curr precision: 0.952; curr recall: 0.51; curr f1: 0.6642; curr tp: 62343; curr fp: 3141; curr fn: 59904; curr tn: 1382136; precision of pattern: 0.8571; tp, abs. recall of pattern: 18; pattern: _OTOKEN_easier; pattern type: l0
len(selected_patterns):447; curr precision: 0.952; curr recall: 0.5101; curr f1: 0.6643; curr tp: 62360; curr fp: 3146; curr fn: 59887; curr tn: 1382131; precision of pattern: 0.8571; tp, abs. recall of pattern: 17; pattern: _OTOKEN_cleaner; pattern type: l0
len(selected_patterns):448; curr precision: 0.952; curr recall: 0.5102; curr f1: 0.6644; curr tp: 62374; curr fp: 3146; curr fn: 59873; curr tn: 1382131; precision of pattern: 0.8571; tp, abs. recall of pattern: 14; pattern: _OTOKEN_bustling; pattern type: l0
len(selected_patterns):449; curr precision: 0.9515; curr recall: 0.512; curr f1: 0.6658; curr tp: 62592; curr fp: 3193; curr fn: 59655; curr tn: 1382084; precision of pattern: 0.8507; tp, abs. recall of pattern: 218; pattern: _OTOKEN_simple; pattern type: l0
len(selected_patterns):450; curr precision: 0.9512; curr recall: 0.513; curr f1: 0.6665; curr tp: 62709; curr fp: 3217; curr fn: 59538; curr tn: 1382060; precision of pattern: 0.8462; tp, abs. recall of pattern: 117; pattern: _OTOKEN_smaller; pattern type: l0
len(selected_patterns):451; curr precision: 0.951; curr recall: 0.5139; curr f1: 0.6672; curr tp: 62820; curr fp: 3237; curr fn: 59427; curr tn: 1382040; precision of pattern: 0.8462; tp, abs. recall of pattern: 111; pattern: _OTOKEN_nicely; pattern type: l0
len(selected_patterns):452; curr precision: 0.951; curr recall: 0.5146; curr f1: 0.6678; curr tp: 62910; curr fp: 3244; curr fn: 59337; curr tn: 1382033; precision of pattern: 0.85; tp, abs. recall of pattern: 90; pattern: _OTOKEN_disappoint; pattern type: l0
len(selected_patterns):453; curr precision: 0.9507; curr recall: 0.5153; curr f1: 0.6684; curr tp: 62996; curr fp: 3265; curr fn: 59251; curr tn: 1382012; precision of pattern: 0.8462; tp, abs. recall of pattern: 86; pattern: _OTOKEN_crisp; pattern type: l0
len(selected_patterns):454; curr precision: 0.9504; curr recall: 0.5158; curr f1: 0.6687; curr tp: 63053; curr fp: 3291; curr fn: 59194; curr tn: 1381986; precision of pattern: 0.8462; tp, abs. recall of pattern: 57; pattern: _OTOKEN_confused; pattern type: l0
len(selected_patterns):455; curr precision: 0.9503; curr recall: 0.516; curr f1: 0.6688; curr tp: 63077; curr fp: 3300; curr fn: 59170; curr tn: 1381977; precision of pattern: 0.8462; tp, abs. recall of pattern: 24; pattern: _OTOKEN_comparable; pattern type: l0
len(selected_patterns):456; curr precision: 0.9488; curr recall: 0.5228; curr f1: 0.6742; curr tp: 63914; curr fp: 3447; curr fn: 58333; curr tn: 1381830; precision of pattern: 0.8361; tp, abs. recall of pattern: 837; pattern: _OTOKEN_worth; pattern type: l0
len(selected_patterns):457; curr precision: 0.9483; curr recall: 0.5241; curr f1: 0.6751; curr tp: 64070; curr fp: 3493; curr fn: 58177; curr tn: 1381784; precision of pattern: 0.8261; tp, abs. recall of pattern: 156; pattern: _OTOKEN_seasoned; pattern type: l0
len(selected_patterns):458; curr precision: 0.948; curr recall: 0.525; curr f1: 0.6758; curr tp: 64181; curr fp: 3522; curr fn: 58066; curr tn: 1381755; precision of pattern: 0.8286; tp, abs. recall of pattern: 111; pattern: _OTOKEN_favorites; pattern type: l0
len(selected_patterns):459; curr precision: 0.9476; curr recall: 0.5257; curr f1: 0.6762; curr tp: 64260; curr fp: 3555; curr fn: 57987; curr tn: 1381722; precision of pattern: 0.8333; tp, abs. recall of pattern: 79; pattern: _OTOKEN_basic; pattern type: l0
len(selected_patterns):460; curr precision: 0.9474; curr recall: 0.5263; curr f1: 0.6767; curr tp: 64336; curr fp: 3573; curr fn: 57911; curr tn: 1381704; precision of pattern: 0.8333; tp, abs. recall of pattern: 76; pattern: _OTOKEN_funny; pattern type: l0
len(selected_patterns):461; curr precision: 0.9473; curr recall: 0.5268; curr f1: 0.6771; curr tp: 64404; curr fp: 3586; curr fn: 57843; curr tn: 1381691; precision of pattern: 0.8333; tp, abs. recall of pattern: 68; pattern: _OTOKEN_negative; pattern type: l0
len(selected_patterns):462; curr precision: 0.9473; curr recall: 0.5271; curr f1: 0.6773; curr tp: 64436; curr fp: 3587; curr fn: 57811; curr tn: 1381690; precision of pattern: 0.8333; tp, abs. recall of pattern: 32; pattern: _OTOKEN_insane; pattern type: l0
len(selected_patterns):463; curr precision: 0.9471; curr recall: 0.5273; curr f1: 0.6774; curr tp: 64459; curr fp: 3603; curr fn: 57788; curr tn: 1381674; precision of pattern: 0.8333; tp, abs. recall of pattern: 23; pattern: _OTOKEN_adventurous; pattern type: l0
len(selected_patterns):464; curr precision: 0.947; curr recall: 0.5274; curr f1: 0.6775; curr tp: 64476; curr fp: 3605; curr fn: 57771; curr tn: 1381672; precision of pattern: 0.8333; tp, abs. recall of pattern: 17; pattern: _OTOKEN_complimented; pattern type: l0
len(selected_patterns):465; curr precision: 0.9469; curr recall: 0.5276; curr f1: 0.6776; curr tp: 64492; curr fp: 3615; curr fn: 57755; curr tn: 1381662; precision of pattern: 0.8333; tp, abs. recall of pattern: 16; pattern: _OTOKEN_spoiled; pattern type: l0
len(selected_patterns):466; curr precision: 0.9469; curr recall: 0.5276; curr f1: 0.6777; curr tp: 64503; curr fp: 3618; curr fn: 57744; curr tn: 1381659; precision of pattern: 0.8333; tp, abs. recall of pattern: 11; pattern: _OTOKEN_incorrect; pattern type: l0
len(selected_patterns):467; curr precision: 0.9469; curr recall: 0.5277; curr f1: 0.6777; curr tp: 64513; curr fp: 3620; curr fn: 57734; curr tn: 1381657; precision of pattern: 0.8333; tp, abs. recall of pattern: 10; pattern: _OTOKEN_shady; pattern type: l0
len(selected_patterns):468; curr precision: 0.9469; curr recall: 0.5278; curr f1: 0.6778; curr tp: 64523; curr fp: 3621; curr fn: 57724; curr tn: 1381656; precision of pattern: 0.8333; tp, abs. recall of pattern: 10; pattern: _OTOKEN_intrigued; pattern type: l0
len(selected_patterns):469; curr precision: 0.945; curr recall: 0.5382; curr f1: 0.6858; curr tp: 65792; curr fp: 3828; curr fn: 56455; curr tn: 1381449; precision of pattern: 0.8179; tp, abs. recall of pattern: 1269; pattern: _OTOKEN_better; pattern type: l0
len(selected_patterns):470; curr precision: 0.9426; curr recall: 0.545; curr f1: 0.6906; curr tp: 66621; curr fp: 4058; curr fn: 55626; curr tn: 1381219; precision of pattern: 0.8158; tp, abs. recall of pattern: 829; pattern: _OTOKEN_recommend; pattern type: l0
len(selected_patterns):471; curr precision: 0.9419; curr recall: 0.5474; curr f1: 0.6924; curr tp: 66921; curr fp: 4127; curr fn: 55326; curr tn: 1381150; precision of pattern: 0.8173; tp, abs. recall of pattern: 300; pattern: _OTOKEN_okay; pattern type: l0
len(selected_patterns):472; curr precision: 0.9415; curr recall: 0.5498; curr f1: 0.6942; curr tp: 67212; curr fp: 4180; curr fn: 55035; curr tn: 1381097; precision of pattern: 0.8155; tp, abs. recall of pattern: 291; pattern: _OTOKEN_average; pattern type: l0
len(selected_patterns):473; curr precision: 0.9409; curr recall: 0.5503; curr f1: 0.6944; curr tp: 67271; curr fp: 4225; curr fn: 54976; curr tn: 1381052; precision of pattern: 0.8182; tp, abs. recall of pattern: 59; pattern: _OTOKEN_heaven; pattern type: l0
len(selected_patterns):474; curr precision: 0.9409; curr recall: 0.5506; curr f1: 0.6947; curr tp: 67310; curr fp: 4230; curr fn: 54937; curr tn: 1381047; precision of pattern: 0.8182; tp, abs. recall of pattern: 39; pattern: _OTOKEN_highlight; pattern type: l0
len(selected_patterns):475; curr precision: 0.9398; curr recall: 0.5548; curr f1: 0.6977; curr tp: 67827; curr fp: 4348; curr fn: 54420; curr tn: 1380929; precision of pattern: 0.811; tp, abs. recall of pattern: 517; pattern: _OTOKEN_ok; pattern type: l0
len(selected_patterns):476; curr precision: 0.9393; curr recall: 0.5554; curr f1: 0.6981; curr tp: 67897; curr fp: 4384; curr fn: 54350; curr tn: 1380893; precision of pattern: 0.8125; tp, abs. recall of pattern: 70; pattern: _OTOKEN_larger; pattern type: l0
len(selected_patterns):477; curr precision: 0.9393; curr recall: 0.5562; curr f1: 0.6987; curr tp: 67998; curr fp: 4396; curr fn: 54249; curr tn: 1380881; precision of pattern: 0.8; tp, abs. recall of pattern: 101; pattern: _OTOKEN_meh; pattern type: l0
len(selected_patterns):478; curr precision: 0.939; curr recall: 0.557; curr f1: 0.6993; curr tp: 68096; curr fp: 4421; curr fn: 54151; curr tn: 1380856; precision of pattern: 0.8; tp, abs. recall of pattern: 98; pattern: _OTOKEN_popular; pattern type: l0
